studentId,disciplineName
f20412a0-9360-4568-b2eb-3a20d3b67cef,Banco de Dados
1be534f2-f03b-4859-a440-3c9e6b1f28e6,Programação I
1be534f2-f03b-4859-a440-3c9e6b1f28e6,Banco de Dados
1be534f2-f03b-4859-a440-3c9e6b1f28e6,Engenharia de Software
1be534f2-f03b-4859-a440-3c9e6b1f28e6,Redes de Computadores
1be534f2-f03b-4859-a440-3c9e6b1f28e6,Sistemas Operacionais
1be534f2-f03b-4859-a440-3c9e6b1f28e6,Web Development
1be534f2-f03b-4859-a440-3c9e6b1f28e6,Inteligência Artificial
738f02b1-9176-4ea3-a015-3a7b5bb8123c,Programação I
738f02b1-9176-4ea3-a015-3a7b5bb8123c,Banco de Dados
738f02b1-9176-4ea3-a015-3a7b5bb8123c,Engenharia de Software
738f02b1-9176-4ea3-a015-3a7b5bb8123c,Redes de Computadores
738f02b1-9176-4ea3-a015-3a7b5bb8123c,Sistemas Operacionais
738f02b1-9176-4ea3-a015-3a7b5bb8123c,Web Development
738f02b1-9176-4ea3-a015-3a7b5bb8123c,Inteligência Artificial
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Programação I
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Banco de Dados
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Engenharia de Software
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Redes de Computadores
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Sistemas Operacionais
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Web Development
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Inteligência Artificial
be1a779a-1a3c-4a42-bc92-aa20fc7a8ac3,Projeto Integrador
ab4e1316-2480-44e6-b51f-3b0ae453e5f9,Programação I
20ced235-cb9c-4334-a2e1-8ce7b6092fd9,Programação I
da78f47d-3e6d-4d86-808a-877e71ccf6f1,Programação I
da78f47d-3e6d-4d86-808a-877e71ccf6f1,Banco de Dados
d4d3b973-f762-4d84-9fe9-139421271a90,Programação I
d4d3b973-f762-4d84-9fe9-139421271a90,Banco de Dados
d4d3b973-f762-4d84-9fe9-139421271a90,Engenharia de Software
d4d3b973-f762-4d84-9fe9-139421271a90,Redes de Computadores
d4d3b973-f762-4d84-9fe9-139421271a90,Sistemas Operacionais
d4d3b973-f762-4d84-9fe9-139421271a90,Web Development
d4d3b973-f762-4d84-9fe9-139421271a90,Inteligência Artificial
9e6c9b7f-6c18-4712-b63d-3af0d73605c8,Programação I
9e6c9b7f-6c18-4712-b63d-3af0d73605c8,Banco de Dados
9e6c9b7f-6c18-4712-b63d-3af0d73605c8,Engenharia de Software
9e6c9b7f-6c18-4712-b63d-3af0d73605c8,Redes de Computadores
9e6c9b7f-6c18-4712-b63d-3af0d73605c8,Sistemas Operacionais
9e6c9b7f-6c18-4712-b63d-3af0d73605c8,Web Development
9e6c9b7f-6c18-4712-b63d-3af0d73605c8,Inteligência Artificial
18a35032-0bf0-4e61-9e98-6b640cde73d9,Programação I
f615b48e-68d1-4b04-abf0-2ef38192287f,Programação I
f615b48e-68d1-4b04-abf0-2ef38192287f,Banco de Dados
f615b48e-68d1-4b04-abf0-2ef38192287f,Engenharia de Software
f615b48e-68d1-4b04-abf0-2ef38192287f,Redes de Computadores
f615b48e-68d1-4b04-abf0-2ef38192287f,Sistemas Operacionais
f615b48e-68d1-4b04-abf0-2ef38192287f,Web Development
f615b48e-68d1-4b04-abf0-2ef38192287f,Inteligência Artificial
a3fee8f2-3189-4f48-af5e-55d99e0ac54b,Programação I
b81c302a-72ae-4075-ad68-385ede5cbfd9,Programação I
51fa053f-954d-4f8c-8b54-6e853a6a42f8,Programação I
51fa053f-954d-4f8c-8b54-6e853a6a42f8,Banco de Dados
51fa053f-954d-4f8c-8b54-6e853a6a42f8,Engenharia de Software
51fa053f-954d-4f8c-8b54-6e853a6a42f8,Redes de Computadores
51fa053f-954d-4f8c-8b54-6e853a6a42f8,Sistemas Operacionais
51fa053f-954d-4f8c-8b54-6e853a6a42f8,Web Development
51fa053f-954d-4f8c-8b54-6e853a6a42f8,Inteligência Artificial
d7de8546-1635-4c8b-8a70-f3cd7c73fa30,Programação I
d7de8546-1635-4c8b-8a70-f3cd7c73fa30,Banco de Dados
d7de8546-1635-4c8b-8a70-f3cd7c73fa30,Engenharia de Software
d7de8546-1635-4c8b-8a70-f3cd7c73fa30,Redes de Computadores
c7e7f9bc-afb7-4d4e-b5ad-ede1c641e7b0,Programação I
c7e7f9bc-afb7-4d4e-b5ad-ede1c641e7b0,Banco de Dados
c7e7f9bc-afb7-4d4e-b5ad-ede1c641e7b0,Engenharia de Software
c7e7f9bc-afb7-4d4e-b5ad-ede1c641e7b0,Redes de Computadores
c7e7f9bc-afb7-4d4e-b5ad-ede1c641e7b0,Sistemas Operacionais
c7e7f9bc-afb7-4d4e-b5ad-ede1c641e7b0,Web Development
c7e7f9bc-afb7-4d4e-b5ad-ede1c641e7b0,Inteligência Artificial
50273899-dcb2-47d4-a871-24959373707c,Programação I
50273899-dcb2-47d4-a871-24959373707c,Banco de Dados
50273899-dcb2-47d4-a871-24959373707c,Engenharia de Software
c394a9d6-6a4b-40e5-b197-af89f87bbbbf,Programação I
c394a9d6-6a4b-40e5-b197-af89f87bbbbf,Banco de Dados
c394a9d6-6a4b-40e5-b197-af89f87bbbbf,Engenharia de Software
c394a9d6-6a4b-40e5-b197-af89f87bbbbf,Redes de Computadores
55dada52-7807-46ce-98de-009aed761430,Programação I
55dada52-7807-46ce-98de-009aed761430,Banco de Dados
55dada52-7807-46ce-98de-009aed761430,Engenharia de Software
55dada52-7807-46ce-98de-009aed761430,Redes de Computadores
55dada52-7807-46ce-98de-009aed761430,Sistemas Operacionais
55dada52-7807-46ce-98de-009aed761430,Web Development
55dada52-7807-46ce-98de-009aed761430,Inteligência Artificial
55dada52-7807-46ce-98de-009aed761430,Projeto Integrador
18b7f8dc-79bd-409a-ab3a-8ea9198c164c,Programação I
18b7f8dc-79bd-409a-ab3a-8ea9198c164c,Banco de Dados
18b7f8dc-79bd-409a-ab3a-8ea9198c164c,Engenharia de Software
18b7f8dc-79bd-409a-ab3a-8ea9198c164c,Redes de Computadores
18b7f8dc-79bd-409a-ab3a-8ea9198c164c,Sistemas Operacionais
ce01ff08-5111-4131-9a03-7f5b9495e3d9,Programação I
ce01ff08-5111-4131-9a03-7f5b9495e3d9,Banco de Dados
ce01ff08-5111-4131-9a03-7f5b9495e3d9,Engenharia de Software
de6827cd-d461-4b30-96e1-a7f87db9c4c6,Programação I
de6827cd-d461-4b30-96e1-a7f87db9c4c6,Banco de Dados
ccbbb183-99ab-43f5-b820-7bb07ecabe28,Programação I
ccbbb183-99ab-43f5-b820-7bb07ecabe28,Banco de Dados
ccbbb183-99ab-43f5-b820-7bb07ecabe28,Engenharia de Software
221d651f-bbd7-4642-85e4-49b898480b87,Programação I
221d651f-bbd7-4642-85e4-49b898480b87,Banco de Dados
221d651f-bbd7-4642-85e4-49b898480b87,Engenharia de Software
221d651f-bbd7-4642-85e4-49b898480b87,Redes de Computadores
221d651f-bbd7-4642-85e4-49b898480b87,Sistemas Operacionais
3709ded3-0746-454b-901a-642e138c449e,Programação I
3709ded3-0746-454b-901a-642e138c449e,Banco de Dados
3709ded3-0746-454b-901a-642e138c449e,Engenharia de Software
3709ded3-0746-454b-901a-642e138c449e,Redes de Computadores
3709ded3-0746-454b-901a-642e138c449e,Sistemas Operacionais
3709ded3-0746-454b-901a-642e138c449e,Web Development
3709ded3-0746-454b-901a-642e138c449e,Inteligência Artificial
fd62ac9a-66b7-4a69-aeec-5de6194eb8fb,Programação I
78e1ae50-47a6-401d-a53d-433b52c2e0d7,Programação I
fc399f5e-08d3-4fb4-9bb4-e408614dea0d,Programação I
fc399f5e-08d3-4fb4-9bb4-e408614dea0d,Banco de Dados
fc399f5e-08d3-4fb4-9bb4-e408614dea0d,Engenharia de Software
fc399f5e-08d3-4fb4-9bb4-e408614dea0d,Redes de Computadores
b81603e8-1e91-4fd6-aca5-24376367e7fb,Programação I
b81603e8-1e91-4fd6-aca5-24376367e7fb,Banco de Dados
977f578e-4ee6-4b90-ab7a-0ae4831b59c2,Programação I
977f578e-4ee6-4b90-ab7a-0ae4831b59c2,Banco de Dados
977f578e-4ee6-4b90-ab7a-0ae4831b59c2,Engenharia de Software
977f578e-4ee6-4b90-ab7a-0ae4831b59c2,Redes de Computadores
977f578e-4ee6-4b90-ab7a-0ae4831b59c2,Sistemas Operacionais
977f578e-4ee6-4b90-ab7a-0ae4831b59c2,Web Development
977f578e-4ee6-4b90-ab7a-0ae4831b59c2,Inteligência Artificial
c5347ccc-5d69-4b9e-8fad-622e943669ec,Programação I
c5347ccc-5d69-4b9e-8fad-622e943669ec,Banco de Dados
c5347ccc-5d69-4b9e-8fad-622e943669ec,Engenharia de Software
c5347ccc-5d69-4b9e-8fad-622e943669ec,Redes de Computadores
c5347ccc-5d69-4b9e-8fad-622e943669ec,Sistemas Operacionais
c5347ccc-5d69-4b9e-8fad-622e943669ec,Web Development
ffcc7e01-1a85-479e-8dba-9890be8cb85e,Programação I
ffcc7e01-1a85-479e-8dba-9890be8cb85e,Banco de Dados
ffcc7e01-1a85-479e-8dba-9890be8cb85e,Engenharia de Software
ffcc7e01-1a85-479e-8dba-9890be8cb85e,Redes de Computadores
38e8de41-6f92-44b0-ae26-0f671d7b11d0,Programação I
38e8de41-6f92-44b0-ae26-0f671d7b11d0,Banco de Dados
38e8de41-6f92-44b0-ae26-0f671d7b11d0,Engenharia de Software
38e8de41-6f92-44b0-ae26-0f671d7b11d0,Redes de Computadores
38e8de41-6f92-44b0-ae26-0f671d7b11d0,Sistemas Operacionais
29b73eba-42a7-461c-8d7c-de196fa81f8b,Programação I
29b73eba-42a7-461c-8d7c-de196fa81f8b,Banco de Dados
29b73eba-42a7-461c-8d7c-de196fa81f8b,Engenharia de Software
29b73eba-42a7-461c-8d7c-de196fa81f8b,Redes de Computadores
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Programação I
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Banco de Dados
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Engenharia de Software
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Redes de Computadores
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Sistemas Operacionais
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Web Development
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Inteligência Artificial
30ad255c-0e01-450c-a2c8-0ae7c219b53e,Projeto Integrador
1f61ab87-f9f4-4346-b4f1-fe199a330984,Programação I
1f61ab87-f9f4-4346-b4f1-fe199a330984,Banco de Dados
d0f595b9-62dc-4efe-b5d1-e58101513b97,Programação I
d0f595b9-62dc-4efe-b5d1-e58101513b97,Banco de Dados
b22a0c7c-8e6f-49e3-9b7b-01aa9d170372,Programação I
b22a0c7c-8e6f-49e3-9b7b-01aa9d170372,Banco de Dados
7a3b54fd-a4fb-484d-b73b-fb15db8108a2,Programação I
c93abceb-0ea5-4da1-a1ff-a1650a72b4bb,Programação I
c93abceb-0ea5-4da1-a1ff-a1650a72b4bb,Banco de Dados
c93abceb-0ea5-4da1-a1ff-a1650a72b4bb,Engenharia de Software
c93abceb-0ea5-4da1-a1ff-a1650a72b4bb,Redes de Computadores
c93abceb-0ea5-4da1-a1ff-a1650a72b4bb,Sistemas Operacionais
c93abceb-0ea5-4da1-a1ff-a1650a72b4bb,Web Development
f9f37630-7b4c-4f28-b20a-9aa0b34fdfe7,Programação I
829149a7-018b-4853-a49a-6c6bea86b959,Programação I
829149a7-018b-4853-a49a-6c6bea86b959,Banco de Dados
829149a7-018b-4853-a49a-6c6bea86b959,Engenharia de Software
829149a7-018b-4853-a49a-6c6bea86b959,Redes de Computadores
829149a7-018b-4853-a49a-6c6bea86b959,Sistemas Operacionais
829149a7-018b-4853-a49a-6c6bea86b959,Web Development
6f45966d-5113-4581-8318-1f766186a6ed,Programação I
6f45966d-5113-4581-8318-1f766186a6ed,Banco de Dados
6f45966d-5113-4581-8318-1f766186a6ed,Engenharia de Software
6f45966d-5113-4581-8318-1f766186a6ed,Redes de Computadores
6f45966d-5113-4581-8318-1f766186a6ed,Sistemas Operacionais
6f45966d-5113-4581-8318-1f766186a6ed,Web Development
6f45966d-5113-4581-8318-1f766186a6ed,Inteligência Artificial
6f45966d-5113-4581-8318-1f766186a6ed,Projeto Integrador
de552b9b-d79d-4d89-9a11-d4ed67650604,Programação I
3faf0a92-9941-4322-a1ee-7b00c8493223,Programação I
3faf0a92-9941-4322-a1ee-7b00c8493223,Banco de Dados
3faf0a92-9941-4322-a1ee-7b00c8493223,Engenharia de Software
3faf0a92-9941-4322-a1ee-7b00c8493223,Redes de Computadores
3faf0a92-9941-4322-a1ee-7b00c8493223,Sistemas Operacionais
3faf0a92-9941-4322-a1ee-7b00c8493223,Web Development
9796d43e-7fd4-4551-a77f-9c66ee7e5239,Programação I
9796d43e-7fd4-4551-a77f-9c66ee7e5239,Banco de Dados
9796d43e-7fd4-4551-a77f-9c66ee7e5239,Engenharia de Software
9796d43e-7fd4-4551-a77f-9c66ee7e5239,Redes de Computadores
9796d43e-7fd4-4551-a77f-9c66ee7e5239,Sistemas Operacionais
9796d43e-7fd4-4551-a77f-9c66ee7e5239,Web Development
9796d43e-7fd4-4551-a77f-9c66ee7e5239,Inteligência Artificial
f588cdb6-38ba-4ad4-8c0e-ae4459a6a818,Programação I
f588cdb6-38ba-4ad4-8c0e-ae4459a6a818,Banco de Dados
f588cdb6-38ba-4ad4-8c0e-ae4459a6a818,Engenharia de Software
f588cdb6-38ba-4ad4-8c0e-ae4459a6a818,Redes de Computadores
61b3d4d0-2506-497e-9db6-3e6a73ad4066,Programação I
61b3d4d0-2506-497e-9db6-3e6a73ad4066,Banco de Dados
61b3d4d0-2506-497e-9db6-3e6a73ad4066,Engenharia de Software
61b3d4d0-2506-497e-9db6-3e6a73ad4066,Redes de Computadores
61b3d4d0-2506-497e-9db6-3e6a73ad4066,Sistemas Operacionais
9c08a29e-9a39-4b0e-b60d-7421bf60b7f7,Programação I
f5348324-2bba-4c4c-b7b5-6976e6dd4517,Programação I
f5348324-2bba-4c4c-b7b5-6976e6dd4517,Banco de Dados
f5348324-2bba-4c4c-b7b5-6976e6dd4517,Engenharia de Software
f5348324-2bba-4c4c-b7b5-6976e6dd4517,Redes de Computadores
f5348324-2bba-4c4c-b7b5-6976e6dd4517,Sistemas Operacionais
f5348324-2bba-4c4c-b7b5-6976e6dd4517,Web Development
0dc2eb11-b66f-4912-beb0-e8c207bb1fdd,Programação I
0dc2eb11-b66f-4912-beb0-e8c207bb1fdd,Banco de Dados
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Programação I
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Banco de Dados
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Engenharia de Software
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Redes de Computadores
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Sistemas Operacionais
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Web Development
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Inteligência Artificial
44f219a0-e758-44ad-a1a1-3981ac6cd00a,Projeto Integrador
5ac9d75f-c083-4c73-a696-feca235ad6d0,Programação I
5ac9d75f-c083-4c73-a696-feca235ad6d0,Banco de Dados
5ac9d75f-c083-4c73-a696-feca235ad6d0,Engenharia de Software
5ac9d75f-c083-4c73-a696-feca235ad6d0,Redes de Computadores
5ac9d75f-c083-4c73-a696-feca235ad6d0,Sistemas Operacionais
5ac9d75f-c083-4c73-a696-feca235ad6d0,Web Development
8be5df7c-1219-42db-bd90-2e07032dc4b4,Programação I
8be5df7c-1219-42db-bd90-2e07032dc4b4,Banco de Dados
8be5df7c-1219-42db-bd90-2e07032dc4b4,Engenharia de Software
8be5df7c-1219-42db-bd90-2e07032dc4b4,Redes de Computadores
8be5df7c-1219-42db-bd90-2e07032dc4b4,Sistemas Operacionais
8be5df7c-1219-42db-bd90-2e07032dc4b4,Web Development
8be5df7c-1219-42db-bd90-2e07032dc4b4,Inteligência Artificial
3b56cc56-a33b-4a6c-b952-875698e9aece,Programação I
3b56cc56-a33b-4a6c-b952-875698e9aece,Banco de Dados
3b56cc56-a33b-4a6c-b952-875698e9aece,Engenharia de Software
3b56cc56-a33b-4a6c-b952-875698e9aece,Redes de Computadores
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Programação I
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Banco de Dados
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Engenharia de Software
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Redes de Computadores
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Sistemas Operacionais
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Web Development
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Inteligência Artificial
0717ce18-ce0d-4c6c-bea8-6ecc51dcebfa,Projeto Integrador
2b0f23ad-4312-419d-925e-51acfb0199f2,Programação I
2b0f23ad-4312-419d-925e-51acfb0199f2,Banco de Dados
2b0f23ad-4312-419d-925e-51acfb0199f2,Engenharia de Software
4aaa9a41-bee7-4e53-9dc9-8c6366cdbff3,Programação I
4aaa9a41-bee7-4e53-9dc9-8c6366cdbff3,Banco de Dados
4aaa9a41-bee7-4e53-9dc9-8c6366cdbff3,Engenharia de Software
4aaa9a41-bee7-4e53-9dc9-8c6366cdbff3,Redes de Computadores
a88f66ec-8c99-4bb3-9c6b-058a9b35cfe6,Programação I
a88f66ec-8c99-4bb3-9c6b-058a9b35cfe6,Banco de Dados
a88f66ec-8c99-4bb3-9c6b-058a9b35cfe6,Engenharia de Software
a88f66ec-8c99-4bb3-9c6b-058a9b35cfe6,Redes de Computadores
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Programação I
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Banco de Dados
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Engenharia de Software
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Redes de Computadores
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Sistemas Operacionais
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Web Development
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Inteligência Artificial
6c6ff18d-fa19-41cc-ba0b-5cbc9fbe5b1d,Projeto Integrador
a32380d8-cb4e-4624-9649-eda0e9b6f882,Programação I
a32380d8-cb4e-4624-9649-eda0e9b6f882,Banco de Dados
a32380d8-cb4e-4624-9649-eda0e9b6f882,Engenharia de Software
5c4d38df-e5ab-49da-80a6-4d827dd50678,Programação I
5c4d38df-e5ab-49da-80a6-4d827dd50678,Banco de Dados
5c4d38df-e5ab-49da-80a6-4d827dd50678,Engenharia de Software
5c4d38df-e5ab-49da-80a6-4d827dd50678,Redes de Computadores
5c4d38df-e5ab-49da-80a6-4d827dd50678,Sistemas Operacionais
9022a9f6-df33-4584-919f-9090caf403b1,Programação I
9022a9f6-df33-4584-919f-9090caf403b1,Banco de Dados
9022a9f6-df33-4584-919f-9090caf403b1,Engenharia de Software
f9744644-a497-448f-86b3-0b2195ac982d,Programação I
f9744644-a497-448f-86b3-0b2195ac982d,Banco de Dados
f9744644-a497-448f-86b3-0b2195ac982d,Engenharia de Software
f9744644-a497-448f-86b3-0b2195ac982d,Redes de Computadores
f9744644-a497-448f-86b3-0b2195ac982d,Sistemas Operacionais
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Programação I
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Banco de Dados
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Engenharia de Software
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Redes de Computadores
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Sistemas Operacionais
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Web Development
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Inteligência Artificial
a1a6bb1f-cdb7-455c-bc0b-2aa33594ffb1,Projeto Integrador
bb0cebc3-2500-45e5-9a76-66b83080b88a,Programação I
bb0cebc3-2500-45e5-9a76-66b83080b88a,Banco de Dados
bb0cebc3-2500-45e5-9a76-66b83080b88a,Engenharia de Software
b4a34c01-7164-4a17-8a32-6a0f9206e6e9,Programação I
b4a34c01-7164-4a17-8a32-6a0f9206e6e9,Banco de Dados
b4a34c01-7164-4a17-8a32-6a0f9206e6e9,Engenharia de Software
b4a34c01-7164-4a17-8a32-6a0f9206e6e9,Redes de Computadores
b4a34c01-7164-4a17-8a32-6a0f9206e6e9,Sistemas Operacionais
b4a34c01-7164-4a17-8a32-6a0f9206e6e9,Web Development
b1913ce7-eb73-4b02-a5bf-8c94acc3f8a7,Programação I
b1913ce7-eb73-4b02-a5bf-8c94acc3f8a7,Banco de Dados
b1913ce7-eb73-4b02-a5bf-8c94acc3f8a7,Engenharia de Software
b1913ce7-eb73-4b02-a5bf-8c94acc3f8a7,Redes de Computadores
b1913ce7-eb73-4b02-a5bf-8c94acc3f8a7,Sistemas Operacionais
b1913ce7-eb73-4b02-a5bf-8c94acc3f8a7,Web Development
b1913ce7-eb73-4b02-a5bf-8c94acc3f8a7,Inteligência Artificial
beb0aa9f-067f-48b2-a599-fd00233aa9e7,Programação I
beb0aa9f-067f-48b2-a599-fd00233aa9e7,Banco de Dados
beb0aa9f-067f-48b2-a599-fd00233aa9e7,Engenharia de Software
beb0aa9f-067f-48b2-a599-fd00233aa9e7,Redes de Computadores
beb0aa9f-067f-48b2-a599-fd00233aa9e7,Sistemas Operacionais
beb0aa9f-067f-48b2-a599-fd00233aa9e7,Web Development
7d6a0365-55a7-445a-9255-bee5067711b9,Programação I
71386adc-ccb4-45eb-b73f-872fe3c4e075,Programação I
71386adc-ccb4-45eb-b73f-872fe3c4e075,Banco de Dados
71386adc-ccb4-45eb-b73f-872fe3c4e075,Engenharia de Software
71386adc-ccb4-45eb-b73f-872fe3c4e075,Redes de Computadores
71386adc-ccb4-45eb-b73f-872fe3c4e075,Sistemas Operacionais
71386adc-ccb4-45eb-b73f-872fe3c4e075,Web Development
71386adc-ccb4-45eb-b73f-872fe3c4e075,Inteligência Artificial
f366980a-6ff7-46d5-833f-09d8b38bcd78,Programação I
f366980a-6ff7-46d5-833f-09d8b38bcd78,Banco de Dados
553bfc2c-5a53-4954-8602-3583fd5620d6,Programação I
553bfc2c-5a53-4954-8602-3583fd5620d6,Banco de Dados
553bfc2c-5a53-4954-8602-3583fd5620d6,Engenharia de Software
553bfc2c-5a53-4954-8602-3583fd5620d6,Redes de Computadores
553bfc2c-5a53-4954-8602-3583fd5620d6,Sistemas Operacionais
4bdcbb20-9de5-49b3-ad5b-032267a96ebf,Programação I
e7a6bba8-f708-4c0f-a5d1-a156d0100a15,Programação I
e7a6bba8-f708-4c0f-a5d1-a156d0100a15,Banco de Dados
e7a6bba8-f708-4c0f-a5d1-a156d0100a15,Engenharia de Software
e7a6bba8-f708-4c0f-a5d1-a156d0100a15,Redes de Computadores
e7a6bba8-f708-4c0f-a5d1-a156d0100a15,Sistemas Operacionais
e7a6bba8-f708-4c0f-a5d1-a156d0100a15,Web Development
d6581dbe-1b22-4aa2-8d2c-acf43c965077,Programação I
d6581dbe-1b22-4aa2-8d2c-acf43c965077,Banco de Dados
d6581dbe-1b22-4aa2-8d2c-acf43c965077,Engenharia de Software
c28d9e0b-6dd9-4d16-b605-0ea990541e57,Programação I
c28d9e0b-6dd9-4d16-b605-0ea990541e57,Banco de Dados
c28d9e0b-6dd9-4d16-b605-0ea990541e57,Engenharia de Software
db5d9d6b-a870-445b-ad99-a677e8bf7e6d,Programação I
db5d9d6b-a870-445b-ad99-a677e8bf7e6d,Banco de Dados
db5d9d6b-a870-445b-ad99-a677e8bf7e6d,Engenharia de Software
db5d9d6b-a870-445b-ad99-a677e8bf7e6d,Redes de Computadores
db5d9d6b-a870-445b-ad99-a677e8bf7e6d,Sistemas Operacionais
db5d9d6b-a870-445b-ad99-a677e8bf7e6d,Web Development
db5d9d6b-a870-445b-ad99-a677e8bf7e6d,Inteligência Artificial
